fm_id,name,website,facebook,twitter,youtube,other_media,street,city,county,state,zip,season_1_date,season_1_time,season_2_date,season_2_time,season_3_date,season_3_time,season_4_date,season_4_time,longitude,latitude,latlng,location,credit,wic,wic_cash,sfmnp,snap,organic,baked_goods,cheese,crafts,flowers,eggs,seafood,herbs,vegetables,honey,jams,maple,meat,nursery,nuts,plants,poultry,prepared,soap,trees,wine,coffee,beans,fruits,grains,juices,mushrooms,pet_food,tofu,wild_harvested,date_updated
1001005,Crystal Springs Farmers Market,http://crystalspringstomatofestival.blogspot.com,,,,,West Railroad Ave,Crystal Springs,Copiah,MS,39059,06/29/2013 to 06/29/2013,Sun: 8:00 AM-3:00 PM;,,,,,,,-90.358772,31.987521,POINT(31.987521 -90.358772),Closed-off public street,N,N,N,N,N,-,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/11/13 11:41
1002293,CSA Farmers Market,http://www.csafarmersmarket.com,,,,,2933 Burnside Rd.,North Branch,Lapeer,MI,48461,01/01/2013 to 12/31/2013,,,,,,,,-83.23636673,43.20661001,POINT(43.20661001 -83.23636673),"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/29/13 12:27
1006861,"Cuba, New Mexico Farmers Market",,,,,,NM 126 St. Francis of Assisi Park,Cuba,Sandoval,NM,87013,May to October,Sat:9:00 AM - 12:00 PM;,,,,,,,-106.9584,36.02222,POINT(36.02222 -106.9584),Federal/State government building grounds,N,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/12 15:13
1007201,Cudahy Farmers Market,,,,,,4700 South Packard Avenues (Municipal parking lot),Cudahy,Milwaukee,WI,53110,,,,,,,,,-87.9163,43.0376,POINT(43.0376 -87.9163),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007146,Cuero Farmers Market,,,,,,Cuero City Park Entrance,Cuero,Dewitt,TX,77954,,,,,,,,,-97.1686,28.9695,POINT(28.9695 -97.1686),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1012074,CUESA Jack London Square Farmers Market,http://www.cuesa.org,https://www.facebook.com/jacklondonsqfm/,@cuesa,,,472 Water Street,Oakland ,Alameda,CA,94607,01/01/2016 to 12/31/2016,Sun: 9:00 AM-2:00 PM;,,,,,,,-122.277186,37.794714,POINT(37.794714 -122.277186),,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6/28/16 14:07
1003606,CUIVRE RIVER FARMERS MARKET,http://www.cuivreriverfarmersmarket.org,https://www.facebook.com/CuivreRiverFarmersMarket,,,,170 Market Place Drive,TROY,Lincoln,MO,63379,05/07/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-90.9720333,38.988586,POINT(38.988586 -90.9720333),,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,6/27/16 13:26
1003892,Culinary Kids Farmers Market I,http://www.culinarykidsdaycamp.org,https://www.facebook.com/pages/Culinary-Kids-Day-Camp/123734797690303,https://twitter.com/Culinary_Kids,Culinary Kidz,Instagram: Culinary Kids Farms,30-15 Seagirt Blvd. and Beach 31st St.,Queens,Queens,NY,11691,07/05/2014 to 09/27/2014,Sat: 10:00 AM-3:00 PM;,,,,,,,-73.547802,40.819525,POINT(40.819525 -73.547802),"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,Y,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/14 6:54
1002327,Culinary Kids Farmers Market II,,,,,,Beach 58th Street & Beach Channel Drive,Bronx,Queens,NY,10468,,,,,,,,,-73.7885,40.5947,POINT(40.5947 -73.7885),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1005624,Culpeper Farmers Market,,,,,,"E. Main St. & Commerce St.,Adjacent to train depot",Culpeper,Culpeper,VA,22701,,,,,,,,,-77.9969,38.4714,POINT(38.4714 -77.9969),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005403,Culver City Farmers Market,http://www.farmernet.com,,,,,Main & Culver,Culver City,Los Angeles,CA,90232,,,,,,,,,-118.396,34.0247,POINT(34.0247 -118.396),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005687,Cumberland County Farmers Market,,,,,,Highway 70,Crossville,Cumberland,TN,38557,,,,,,,,,-84.9026,35.9677,POINT(35.9677 -84.9026),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002821,Cumberland Farmers Market,http://www.cumberland-wisconsin.com,,,,,,Cumberland,Barron,WI,54829,07/26/2014 to 09/27/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-92.022534,45.533691,POINT(45.533691 -92.022534),Private business parking lot,N,Y,N,N,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/28/14 12:13
1009750,Cumberland Farmers Market,http://www.cumberlandfarmersmarketassociation.org,https://www.facebook.com/pages/Cumberland-Farmers-Market-Association-CFMA/198538805238?ref=br_tf,,,,Tuttle Road ,Falmouth ,Cumberland,ME,,05/17/2014 to ,Sat: 9:00 AM-12:00 PM;,,,,,,,-70.234306,43.721,POINT(43.721 -70.234306),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/14 12:38
1011893,Cumberland Farmers Market,http://www.town.cumberland.in.us/department/index.php?structureid=5,https://www.facebook.com/CumberlandINFM/?fref=ts,,,,11501 E Washington Street,Indianapolis,Marion,IN,46229,05/07/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-85.961458,39.775834,POINT(39.775834 -85.961458),,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,4/23/16 11:54
1003647,CUMC FARMERS MARKET,,,,,,6101 GRELOT RD,MOBILE,MOBILE,AL,36609,,,,,,,,,-88.186,30.661,POINT(30.661 -88.186),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1012001,Cummins Farmer's Market,,,,,,500 Jackson St.,Columbus,Bartholomew,IN,47201,06/08/2016 to 10/12/2016,Wed: 3:00 PM-5:30 PM;,,,,,,,-85.92222,39.2037,POINT(39.2037 -85.92222),,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,6/7/16 14:54
1003650,Curtis Farmers Market,,,,,,Highway 231 & Center Avenue,Curtis,Frontier,NE,69025,,,,,,,,,-100.515,40.6311,POINT(40.6311 -100.515),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001743,Cushing Farmers Market,http://www.downtowncushing.com,,,,,Northwest corner of Braodway & Cleveland,Cushing,Payne,OK,74023,,,,,,,,,-96.7727,35.98,POINT(35.98 -96.7727),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001426,Custer Farmers Market,,,,,,Mt Rushmore Rd,Custer City,Custer,SD,57730,06/07/2014 to 10/11/2014,Sat: 8:00 AM-12:30 PM;,,,,,,,-103.60143,43.765621,POINT(43.765621 -103.60143),Other,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/15/14 23:58
1002290,Cutler Bay Farmers Market,,,,,,20002 Old Cutler Road,Miami,Miami-Dade,FL,33175,,,,,,,,,-80.3302,25.5812,POINT(25.5812 -80.3302),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1009889,Cuyahoga Falls Farmers' Market (Farmers' Market in the Falls),http://cfo.cityofcf.com/web/parks-and-recreation/farmers-market-falls,,,,,1201 Grant Avenue,Cuyahoga Falls,Summit,OH,44223,06/20/2014 to 10/03/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,-81.49769,41.12785,POINT(41.12785 -81.49769),Local government building grounds,N,N,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,4/9/14 21:19
1006504,Cynthiana-Harrison County Farmers' Market,,https://www.facebook.com/chfmky,,,,"Flat Run Veterans Park, Oddville Ave",Cynthiana,Harrison,KY,41031,05/02/2015 to 09/26/2015,Tue: 9:00 AM-1:00 PM;Fri: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-84.286594,38.394415,POINT(38.394415 -84.286594),,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/21/15 9:16
1004723,Cypress Center Farmers' Market,,,,,,"50 E. Hospital St., Ste. 5",Manning,Clarendon,SC,29102,05/08/2013 to 10/30/2013,Wed: 2:00 PM-5:30 PM;,,,,,,,-80.211023,33.687152,POINT(33.687152 -80.211023),Healthcare Institution,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,4/1/14 8:41
1008921,Cypress Hills YM,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,,Fulton St btwn Richmond and Logan,Brooklyn,New York,NY,11207,07/12/2013 to 11/22/2013,Fri: 2:00 PM-6:00 PM;,,,,,,,-73.95,40.65,POINT(40.65 -73.95),Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/5/14 15:14
1005689,D'Iberville Farmers Market,,,,,,10383 Automall Parkway,D'Iberville,Harrison,MS,39540,,,,,,,,,-88.9003,30.4341,POINT(30.4341 -88.9003),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000069,Dag Hammarskjold Plaza Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,E 47 St & 2 Ave,New York,New York,NY,10017,01/01/2013 to 12/31/2013,Wed: 8:00 AM-4:00 PM;,,,,,,,-73.9698797,40.7529921,POINT(40.7529921 -73.9698797),Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/13 10:20
1009476,Dag Hammerskjold Plaza Greenmarket ,http://www.grownyc.org/greenmarket-site/manhattan/dag-hammarskjold-greenmarket,,,,,47th Street at Second Ave,Manhattan ,,NY,10017,,,,,,,,,-73.9699,40.753,POINT(40.753 -73.9699),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1004545,Dahlonega Farmers Market,http://www.dahlonegadda.org,https://www.facebook.com/DahlonegaFarmersMarket,,,,Hancock Park,Dahlonega,Lumpkin,GA,30533,05/03/2014 to 10/11/2014,Tue: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-83.985219,34.533726,POINT(34.533726 -83.985219),Local government building grounds,N,N,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,3/31/14 21:47
1009167,Daily Harvest Market ,http://www.dailyharvestmarket.com/,,,,,155 Quail Gardens Dr.,Encinitas,,CA,92024,,,,,,,,,-117.279,33.0489,POINT(33.0489 -117.279),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1002148,Dairymel Farms,,,,,,1803 Hazelton-Etna Road,Pataskala,Licking,OH,,,,,,,,,,-82.6723,40.007,POINT(40.007 -82.6723),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010752,Dakotah's Indoor Farmers Market,,www.facebook.com/dakotahsfarmersmarket,,,,631 N. Midlothian,Mundelein,Lake,IL,60060,11/08/2014 to 03/28/2015,Sat: 9:00 AM-3:00 PM;,,,,,,,-88.017858,42.274711,POINT(42.274711 -88.017858),,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,12/29/14 18:33
1001717,Dale City Farmers Market,http://www.pwcparks.org/farmersmarket/,,,,,14090 Gemini Way,Dale City,Prince William,VA,22193,04/06/2014 to 12/07/2014,Sun: 8:00 AM-1:00 PM;,12/14/2014 to 03/29/2015,Sun: 10:00 AM-1:00 PM;,,,,,-77.3410794,38.6471464,POINT(38.6471464 -77.3410794),Federal/State government building grounds,Y,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,4/8/14 16:23
1003695,Dale's Saturday Market,,,,,,1296 Kennedy-Ford Road,Potlatch,Latah,ID,,,,,,,,,,-116.965,46.9223,POINT(46.9223 -116.965),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005871,DALEVILLE FARMERS MARKET,,,,,,Daleville Avenue and Old Highway 134,DALEVILLE,Dale,AL,36322,06/06/2013 to 07/25/2013,Thu: 2:00 PM-5:30 PM;,,,,,,,-85.728336,31.309112,POINT(31.309112 -85.728336),Other,N,N,N,Y,N,-,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/18/14 13:53
1002493,Daley Plaza Chicago Farmers Market,http://www.cityofchicago.org/specialevents,,,,,50 W. Washington St.,Chicago,Cook,IL,60602,,,,,,,,,-87.626,41.8851,POINT(41.8851 -87.626),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1012749,Dallas Farmers Market,http://www.dallasfarmersmarket.org,https://www.facebook.com/DFMDallasFarmersMarket/,https://twitter.com/dallasfarmer,,https://www.instagram.com/dallasfarmersmarket/,920 S. Harwood Rd.,Dallas,Dallas,TX,75201,01/01/2016 to ,Fri: 10:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 10:00 AM-5:00 PM;,01/01/2016 to 12/31/2016,Mon: 10:00 AM-6:00 PM;Tue: 10:00 AM-6:00 PM;Wed: 10:00 AM-6:00 PM;Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-6:00 PM;Sun: 10:00 AM-6:00 PM;,,,,,-96.789378,32.777649,POINT(32.777649 -96.789378),,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,8/2/16 11:58
1002514,Dallas Farmers' Market,,,,,,236 West Dallas Street,Dallas,Barron,WI,54733,07/05/2013 to 09/27/2013,Fri: 4:00 PM-8:00 PM;,,,,,,,-91.817679,45.258833,POINT(45.258833 -91.817679),Other,N,N,N,N,N,-,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,4/23/14 17:32
1002739,Daly City Certified Farmers' Market at Serramonte Center,http://www.cafarmersmkts.com/markets/category/daly-city,https://www.Facebook.com/DCFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,Hwy 280 and Serramonte Blvd.,Daly City,San Mateo,CA,94015,01/01/2016 to 12/31/2016,Thu: 9:00 AM-1:00 PM;,01/01/2014 to 12/01/2014,Sat: 9:00 AM-1:00 PM;,,,,,-122.47041,37.674302,POINT(37.674302 -122.47041),,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,7/20/16 17:34
1012115,Damariscotta Farmers Market ,http://www.damariscottafarmersmarket.org,https://www.facebook.com/damariscottafarmersmarket/,@DamaFarmerMkt ,Damariscotta Farmers Market,Instagram: @damariscottafarmers,DRA Round Top Farm and Rising Tide Co-Op ,Damariscotta,Lincoln,ME,4543,05/13/2016 to 10/28/2016,Fri: 9:00 AM-12:00 PM;,06/01/2016 to 09/01/2016,Mon: 3:00 PM-6:00 PM;,,,,,-69.513212,44.03883,POINT(44.03883 -69.513212),,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,6/30/16 8:46
1016871,Damascus Farmers Market,http://www.damascusfarmersmarket.org/home.aspx,,,,,20100 SE Highway 212,Damascus,Clackamas,OR,97089,05/25/2017 to 09/28/2017,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.455958,45.417109,POINT(45.417109 -122.455958),,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/9/17 15:20
1006028,Danbury Farmers Market,,,,,,102 Old Church Road,Danbury,Stokes,NC,27016,,,,,,,,,-80.2025,36.4097,POINT(36.4097 -80.2025),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004516,Danbury Farmers' Market,http://www.danburyfarmersmarket.org,danbury connecticut farmers market,,,,Kennedy Avenue,Danbury,Fairfield,CT,6810,06/25/2016 to 10/22/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-73.45536,41.396387,POINT(41.396387 -73.45536),,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,6/27/16 14:19
1010428,Danbury Winter Market,http://blazingstargrange.org,,,,,15 North Road,Danbury,Merrimack,NH,3230,11/01/2014 to 05/02/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.862337,43.52674,POINT(43.52674 -71.862337),Other,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,8/5/14 15:27
1001594,Dandridge Farmers Market,http://www.mainstreetdandridge.com,https://www.facebook.com/DandridgeFarmersMarket,,,,Gay Street and Meeting Street,Dandridge,Jefferson,TN,37725,05/24/2014 to 10/25/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.416446,36.016194,POINT(36.016194 -83.416446),Local government building grounds,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,3/16/14 14:54
1005176,Dane County Farmers Market - Holiday Market,http://www.dcfm.org,,,,,One John Nolen Drive,Madison,Dane,WI,53703,11/19/2016 to 12/31/2016,Sat: 7:30 AM-12:00 PM;,,,,,,,-89.38027,43.071445,POINT(43.071445 -89.38027),,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,7/5/16 12:26
1005177,Dane County Farmers Market - Wednesday Market,http://www.dcfm.org,,,,,"200 block of Martin Luther King, Jr. Blvd",Madison,Dane,WI,53703,04/20/2016 to 11/09/2016,Wed: 8:30 AM-2:00 PM;,,,,,,,-89.381847,43.072775,POINT(43.072775 -89.381847),,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,7/5/16 12:24
1005175,Dane County Farmers Market - Winter Market,,https://www.facebook.com/StBMarket,,,,330 W. Mifflin St.,Madison,Dane,WI,53703,01/07/2017 to 04/15/2017,Sat: 7:30 AM-12:00 PM;,,,,,,,-89.3895617,43.0731321,POINT(43.0731321 -89.3895617),,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,7/5/16 12:29
1005178,Dane County Farmers Market I,http://www.dcfm.org,https://www.facebook.com/DaneCoFM/,,,https://www.instagram.com/danecofm/?hl=en,"Capitol Square, Downtown",Madison,Dane,WI,53701,04/16/2016 to 11/12/2016,Sat: 6:30 AM-2:00 PM;,,,,,,,-89.384251,43.074625,POINT(43.074625 -89.384251),,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,7/5/16 12:21
1001314,Daniels Farmstead,http://www.danielsfarmstead.org,https://www.facebook.com/pages/Daniels-Farmstead-Farmers-Market/342201325857571,,,,286 Mendon St,Blackstone,Worcester,MA,1504,07/06/2014 to 10/05/2014,Sun: 11:00 AM-3:00 PM;,,,,,,,-71.5542,42.061,POINT(42.061 -71.5542),"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,3/31/14 20:35
1007766,Danielson Farmers Market,http://www.nectfarmersmarket.org,,,,,"Killingly Memorial Library, 25 Westcott Road",Danielson,Windham,CT,6239,,,,,,,,,-71.8776,41.8091,POINT(41.8091 -71.8776),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001339,Dansville Farmers Market,,,,,,"Airport Hanger parking lot, 50 Maple Ave.",Dansville,Livingston,NY,,,,,,,,,,-77.7084,42.566,POINT(42.566 -77.7084),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1011974,Danvers Farmers Market,http://www.danversfarmersmarket.org/,https://www.facebook.com/danversfarmersmarket,,,,87 Elm Street,Danvers ,Essex,MA,1923,06/08/2016 to 10/05/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-70.938435,42.563242,POINT(42.563242 -70.938435),,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,5/20/16 14:53
1000044,Danville Auction,,,,,,15684 Body Rd.,Danville,Knox,OH,43014,,,,,,,,,-82.2445,40.4553,POINT(40.4553 -82.2445),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003908,Danville Chamber of Commerce Farmer's Market,http://www.danvillechamber.org,https://www.facebook.com/DCOCFarmmarket/info,,,,10 S Jefferson St.,Danville,Hendricks,IN,46122,05/09/2015 to 09/12/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-86.5250684,39.7606302,POINT(39.7606302 -86.5250684),,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,3/19/15 14:28
1003654,Danville Farmers Market,http://www.sites.google.com/site/caledoniafarmersmarket/,,,,,51 Peacham Road,Danville,Caledonia,VT,5828,,,,,,,,,-72.1396,44.4108,POINT(44.4108 -72.1396),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010 11:01PM
1010818,Danville Farmers' Market,http://www.playdanvilleva.com,,,,,629 Craghead Street,Danville,Danville,VA,24541,05/02/2015 to 10/31/2015,Sat: 7:30 AM-12:00 PM;,07/01/2015 to 08/01/2015,Wed: 3:00 PM-6:00 PM;,,,,,-79.3838932,36.5840182,POINT(36.5840182 -79.3838932),,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,7/23/15 13:49
1011345,Danville Farmers' Market,http://www.pcfma.org,https://www.facebook.com/DanvilleFarmersMarket,,,,Railroad and Prospect,Danville,Contra Costa,CA,,01/01/2015 to 12/31/2015,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.0006143,37.8211141,POINT(37.8211141 -122.0006143),,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,7/14/15 11:00
1004993,Darby Farmers Market,,,,,,106 S Main Street,Darby,Ravalli,MT,59829,05/01/2016 to 10/25/2016,Tue: 12:00 PM-5:00 PM;,,,,,,,-114.178,46.0204,POINT(46.0204 -114.178),,Y,N,N,Y,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/7/16 14:23
1007703,Darien Farmers Market,http://www.darienfarmersmarket.net,,,,,"Mechanic Street, Behind Fire House",Darien,Fairfield,CT,6810,,,,,,,,,-73.4828,41.0753,POINT(41.0753 -73.4828),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009648,Darien Farmers Market,http://www.merrillsmarkets.com,,,,,7100 Claredon Hills Road,Darien,DuPage,IL,60561,06/11/2014 to 10/08/2014,Wed: 3:00 PM-7:00 PM;,,,,,,,-87.9547509,41.7594159,POINT(41.7594159 -87.9547509),Other,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/17/14 10:49
